Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
190.494644,potatochick_701801,Tick,236,250,-14,90,127500,128000,-3904,-9700996,30588,BREACH
190.494644,Eternite_1023,Tick,376,276,100,-100,127500,128000,3539,156661,131061,OK
190.494644,IdentityExchangers_4761,Tick,315,235,80,-80,127500,128000,13978,55722,35242,OK
190.79234,ReadyFlamingo_938703,Tick,530,597,-67,67,127500,128000,-14303,-58397,-41245,OK
190.79234,HappyLife_99999,Tick,460,370,90,-90,127500,128000,-7385,96985,73945,OK
190.79234,Algorizzms_1224,Tick,370,340,30,-21,127500,128000,-328,-1031672,112648,OK
190.79234,Emineminem_522023,Tick,385,385,0,10,127500,128000,1739,-1154539,125461,OK
190.79234,potatochick_701801,Tick,236,250,-14,90,127500,128000,-3904,-9700996,30588,BREACH
190.79234,Eternite_1023,Tick,376,276,100,-100,127500,128000,3539,156661,131061,OK
190.79234,IdentityExchangers_4761,Tick,315,235,80,-80,127500,128000,13978,55722,35242,OK
191.02714,ReadyFlamingo_938703,Tick,530,597,-67,67,127500,128000,-14303,-58397,-41245,OK
191.02714,HappyLife_99999,Tick,460,370,90,-90,127500,128000,-7385,96985,73945,OK
191.02714,Algorizzms_1224,Tick,370,340,30,-21,127500,128000,-328,-1031672,112648,OK
191.02714,Emineminem_522023,Tick,385,385,0,10,127500,128000,1739,-1154539,125461,OK
191.02714,potatochick_701801,Tick,236,250,-14,90,127500,128000,-3904,-9700996,30588,BREACH
191.02714,Eternite_1023,Tick,376,276,100,-100,127500,128000,3539,156661,131061,OK
191.02714,IdentityExchangers_4761,Tick,315,235,80,-80,127500,128000,13978,55722,35242,OK
191.228356,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128000,-14431,-56269,-41677,OK
191.228356,HappyLife_99999,Tick,460,370,90,-90,127400,128000,-7385,96985,73945,OK
191.228356,Algorizzms_1224,Tick,380,340,40,-28,127400,128000,-455,-1410245,115515,OK
191.228356,Emineminem_522023,Tick,385,385,0,10,127400,128000,1739,-1154539,125461,OK
191.228356,potatochick_701801,Tick,236,250,-14,90,127400,128000,-3904,-9700996,30588,BREACH
191.228356,Eternite_1023,Tick,376,276,100,-100,127400,128000,3539,156661,131061,OK
191.228356,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128000,13978,55722,35242,OK
191.454876,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128000,-14431,-56269,-41677,OK
191.454876,HappyLife_99999,Tick,460,370,90,-90,127400,128000,-7385,96985,73945,OK
191.454876,Algorizzms_1224,Tick,380,340,40,-28,127400,128000,-455,-1410245,115515,OK
191.454876,Emineminem_522023,Tick,385,385,0,10,127400,128000,1739,-1154539,125461,OK
191.454876,potatochick_701801,Tick,236,250,-14,90,127400,128000,-3904,-9700996,30588,BREACH
191.454876,Eternite_1023,Tick,376,276,100,-100,127400,128000,3539,156661,131061,OK
191.454876,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128000,13978,55722,35242,OK
191.759251,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
191.759251,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
191.759251,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
191.759251,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
191.759251,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
191.759251,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
191.759251,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
192.01311,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
192.01311,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
192.01311,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
192.01311,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
192.01311,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
192.01311,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
192.01311,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
192.242585,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
192.242585,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
192.242585,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
192.242585,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
192.242585,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
192.242585,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
192.242585,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
192.485712,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
192.485712,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
192.485712,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
192.485712,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
192.485712,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
192.485712,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
192.485712,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
192.768482,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
192.768482,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
192.768482,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
192.768482,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
192.768482,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
192.768482,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
192.768482,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
193.001623,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
193.001623,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
193.001623,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
193.001623,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
193.001623,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
193.001623,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
193.001623,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
193.28462,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
193.28462,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
193.28462,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
193.28462,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
193.28462,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
193.28462,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
193.28462,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
193.499395,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
193.499395,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
193.499395,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
193.499395,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
193.499395,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
193.499395,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
193.499395,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
193.753352,ReadyFlamingo_938703,Tick,540,597,-57,57,127400,128200,-14431,-56269,-41677,OK
193.753352,HappyLife_99999,Tick,460,370,90,-90,127400,128200,-7385,96985,73945,OK
193.753352,Algorizzms_1224,Tick,380,340,40,-28,127400,128200,-455,-1410245,117915,OK
193.753352,Emineminem_522023,Tick,385,385,0,10,127400,128200,1739,-1154539,127461,OK
193.753352,potatochick_701801,Tick,236,250,-14,90,127400,128200,-3904,-9700996,45788,BREACH
193.753352,Eternite_1023,Tick,376,276,100,-100,127400,128200,3539,156661,131061,OK
193.753352,IdentityExchangers_4761,Tick,315,235,80,-80,127400,128200,13978,55722,35242,OK
194.007152,ReadyFlamingo_938703,Tick,540,602,-62,62,127800,128200,-14495,-58705,-42833,OK
194.007152,HappyLife_99999,Tick,460,370,90,-90,127800,128200,-7385,96985,73945,OK
194.007152,Algorizzms_1224,Tick,380,340,40,-28,127800,128200,-455,-1410245,117915,OK
194.007152,Emineminem_522023,Tick,385,385,0,10,127800,128200,1739,-1154539,127461,OK
194.007152,potatochick_701801,Tick,236,250,-14,90,127800,128200,-3904,-9700996,45788,BREACH
194.007152,Eternite_1023,Tick,376,276,100,-100,127800,128200,3539,156661,131061,OK
194.007152,IdentityExchangers_4761,Tick,315,235,80,-80,127800,128200,13978,55722,35242,OK
194.248471,ReadyFlamingo_938703,Tick,540,602,-62,62,127800,128200,-14495,-58705,-42833,OK
194.248471,HappyLife_99999,Tick,460,370,90,-90,127800,128200,-7385,96985,73945,OK
194.248471,Algorizzms_1224,Tick,380,340,40,-28,127800,128200,-455,-1410245,117915,OK
194.248471,Emineminem_522023,Tick,385,385,0,10,127800,128200,1739,-1154539,127461,OK
194.248471,potatochick_701801,Tick,236,250,-14,90,127800,128200,-3904,-9700996,45788,BREACH
194.248471,Eternite_1023,Tick,376,276,100,-100,127800,128200,3539,156661,131061,OK
194.248471,IdentityExchangers_4761,Tick,315,235,80,-80,127800,128200,13978,55722,35242,OK
194.462115,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128200,-14559,-61641,-54941,OK
194.462115,HappyLife_99999,Tick,460,370,90,-90,128100,128200,-7385,96985,87985,OK
194.462115,Algorizzms_1224,Tick,380,340,40,-28,128100,128200,-455,-1410245,124155,OK
194.462115,Emineminem_522023,Tick,385,385,0,10,128100,128200,1739,-1154539,127461,OK
194.462115,potatochick_701801,Tick,236,250,-14,90,128100,128200,-3904,-9700996,43604,BREACH
194.462115,Eternite_1023,Tick,376,276,100,-100,128100,128200,3539,156661,146661,OK
194.462115,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128200,13978,55722,47722,OK
194.785698,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128200,-14559,-61641,-54941,OK
194.785698,HappyLife_99999,Tick,460,370,90,-90,128100,128200,-7385,96985,87985,OK
194.785698,Algorizzms_1224,Tick,380,340,40,-28,128100,128200,-455,-1410245,124155,OK
194.785698,Emineminem_522023,Tick,385,385,0,10,128100,128200,1739,-1154539,127461,OK
194.785698,potatochick_701801,Tick,236,250,-14,90,128100,128200,-3904,-9700996,43604,BREACH
194.785698,Eternite_1023,Tick,376,276,100,-100,128100,128200,3539,156661,146661,OK
194.785698,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128200,13978,55722,47722,OK
195.017958,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128200,-14559,-61641,-54941,OK
195.017958,HappyLife_99999,Tick,460,370,90,-90,128100,128200,-7385,96985,87985,OK
195.017958,Algorizzms_1224,Tick,380,340,40,-28,128100,128200,-455,-1410245,124155,OK
195.017958,Emineminem_522023,Tick,385,385,0,10,128100,128200,1739,-1154539,127461,OK
195.017958,potatochick_701801,Tick,236,250,-14,90,128100,128200,-3904,-9700996,43604,BREACH
195.017958,Eternite_1023,Tick,376,276,100,-100,128100,128200,3539,156661,146661,OK
195.017958,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128200,13978,55722,47722,OK
195.221162,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128100,-14559,-61641,-61641,OK
195.221162,HappyLife_99999,Tick,460,370,90,-90,128100,128100,-7385,96985,96985,OK
195.221162,Algorizzms_1224,Tick,380,340,40,-28,128100,128100,-455,-1410245,126955,OK
195.221162,Emineminem_522023,Tick,385,385,0,10,128100,128100,1739,-1154539,126461,OK
195.221162,potatochick_701801,Tick,236,250,-14,90,128100,128100,-3904,-9700996,34604,BREACH
195.221162,Eternite_1023,Tick,376,276,100,-100,128100,128100,3539,156661,156661,OK
195.221162,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128100,13978,55722,55722,OK
195.511027,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128100,-14559,-61641,-61641,OK
195.511027,HappyLife_99999,Tick,460,370,90,-90,128100,128100,-7385,96985,96985,OK
195.511027,Algorizzms_1224,Tick,380,340,40,-28,128100,128100,-455,-1410245,126955,OK
195.511027,Emineminem_522023,Tick,385,385,0,10,128100,128100,1739,-1154539,126461,OK
195.511027,potatochick_701801,Tick,236,250,-14,90,128100,128100,-3904,-9700996,34604,BREACH
195.511027,Eternite_1023,Tick,376,276,100,-100,128100,128100,3539,156661,156661,OK
195.511027,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128100,13978,55722,55722,OK
195.800467,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128100,-14559,-61641,-61641,OK
195.800467,HappyLife_99999,Tick,460,370,90,-90,128100,128100,-7385,96985,96985,OK
195.800467,Algorizzms_1224,Tick,380,340,40,-28,128100,128100,-455,-1410245,126955,OK
195.800467,Emineminem_522023,Tick,385,385,0,10,128100,128100,1739,-1154539,126461,OK
195.800467,potatochick_701801,Tick,236,250,-14,90,128100,128100,-3904,-9700996,34604,BREACH
195.800467,Eternite_1023,Tick,376,276,100,-100,128100,128100,3539,156661,156661,OK
195.800467,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128100,13978,55722,55722,OK
195.963624,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128100,-14559,-61641,-61641,OK
195.963624,HappyLife_99999,Tick,460,370,90,-90,128100,128100,-7385,96985,96985,OK
195.963624,Algorizzms_1224,Tick,380,340,40,-28,128100,128100,-455,-1410245,126955,OK
195.963624,Emineminem_522023,Tick,385,385,0,10,128100,128100,1739,-1154539,126461,OK
195.963624,potatochick_701801,Tick,236,250,-14,90,128100,128100,-3904,-9700996,34604,BREACH
195.963624,Eternite_1023,Tick,376,276,100,-100,128100,128100,3539,156661,156661,OK
195.963624,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128100,13978,55722,55722,OK
196.212498,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128100,-14559,-61641,-61641,OK
196.212498,HappyLife_99999,Tick,460,370,90,-90,128100,128100,-7385,96985,96985,OK
196.212498,Algorizzms_1224,Tick,380,340,40,-28,128100,128100,-455,-1410245,126955,OK
196.212498,Emineminem_522023,Tick,385,385,0,10,128100,128100,1739,-1154539,126461,OK
196.212498,potatochick_701801,Tick,236,250,-14,90,128100,128100,-3904,-9700996,34604,BREACH
196.212498,Eternite_1023,Tick,376,276,100,-100,128100,128100,3539,156661,156661,OK
196.212498,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128100,13978,55722,55722,OK
196.523821,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128100,-14559,-61641,-61641,OK
196.523821,HappyLife_99999,Tick,460,370,90,-90,128100,128100,-7385,96985,96985,OK
196.523821,Algorizzms_1224,Tick,380,340,40,-28,128100,128100,-455,-1410245,126955,OK
196.523821,Emineminem_522023,Tick,385,385,0,10,128100,128100,1739,-1154539,126461,OK
196.523821,potatochick_701801,Tick,236,250,-14,90,128100,128100,-3904,-9700996,34604,BREACH
196.523821,Eternite_1023,Tick,376,276,100,-100,128100,128100,3539,156661,156661,OK
196.523821,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128100,13978,55722,55722,OK
196.790737,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128000,-14559,-61641,-68341,OK
196.790737,HappyLife_99999,Tick,460,370,90,-90,128100,128000,-7385,96985,105985,OK
196.790737,Algorizzms_1224,Tick,380,340,40,-28,128100,128000,-455,-1410245,129755,OK
196.790737,Emineminem_522023,Tick,385,385,0,10,128100,128000,1739,-1154539,125461,OK
196.790737,potatochick_701801,Tick,236,250,-14,90,128100,128000,-3904,-9700996,25604,BREACH
196.790737,Eternite_1023,Tick,376,276,100,-100,128100,128000,3539,156661,166661,OK
196.790737,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128000,13978,55722,63722,OK
196.966899,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128000,-14559,-61641,-68341,OK
196.966899,HappyLife_99999,Tick,460,370,90,-90,128100,128000,-7385,96985,105985,OK
196.966899,Algorizzms_1224,Tick,380,340,40,-28,128100,128000,-455,-1410245,129755,OK
196.966899,Emineminem_522023,Tick,385,385,0,10,128100,128000,1739,-1154539,125461,OK
196.966899,potatochick_701801,Tick,236,250,-14,90,128100,128000,-3904,-9700996,25604,BREACH
196.966899,Eternite_1023,Tick,376,276,100,-100,128100,128000,3539,156661,166661,OK
196.966899,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128000,13978,55722,63722,OK
197.208653,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128000,-14559,-61641,-68341,OK
197.208653,HappyLife_99999,Tick,460,370,90,-90,128100,128000,-7385,96985,105985,OK
197.208653,Algorizzms_1224,Tick,380,340,40,-28,128100,128000,-455,-1410245,129755,OK
197.208653,Emineminem_522023,Tick,385,385,0,10,128100,128000,1739,-1154539,125461,OK
197.208653,potatochick_701801,Tick,236,250,-14,90,128100,128000,-3904,-9700996,25604,BREACH
197.208653,Eternite_1023,Tick,376,276,100,-100,128100,128000,3539,156661,166661,OK
197.208653,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128000,13978,55722,63722,OK
197.481124,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128000,-14559,-61641,-68341,OK
197.481124,HappyLife_99999,Tick,460,370,90,-90,128100,128000,-7385,96985,105985,OK
197.481124,Algorizzms_1224,Tick,380,340,40,-28,128100,128000,-455,-1410245,129755,OK
197.481124,Emineminem_522023,Tick,385,385,0,10,128100,128000,1739,-1154539,125461,OK
197.481124,potatochick_701801,Tick,236,250,-14,90,128100,128000,-3904,-9700996,25604,BREACH
197.481124,Eternite_1023,Tick,376,276,100,-100,128100,128000,3539,156661,166661,OK
197.481124,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128000,13978,55722,63722,OK
197.765315,ReadyFlamingo_938703,Tick,540,607,-67,67,128100,128000,-14559,-61641,-68341,OK
197.765315,HappyLife_99999,Tick,460,370,90,-90,128100,128000,-7385,96985,105985,OK
197.765315,Algorizzms_1224,Tick,380,340,40,-28,128100,128000,-455,-1410245,129755,OK
197.765315,Emineminem_522023,Tick,385,385,0,10,128100,128000,1739,-1154539,125461,OK
197.765315,potatochick_701801,Tick,236,250,-14,90,128100,128000,-3904,-9700996,25604,BREACH
197.765315,Eternite_1023,Tick,376,276,100,-100,128100,128000,3539,156661,166661,OK
197.765315,IdentityExchangers_4761,Tick,315,235,80,-80,128100,128000,13978,55722,63722,OK
198.046233,ReadyFlamingo_938703,Tick,550,607,-57,57,127800,128000,-14687,-59513,-48113,OK
198.046233,HappyLife_99999,Tick,460,370,90,-90,127800,128000,-7385,96985,78985,OK
198.046233,Algorizzms_1224,Tick,380,340,40,-28,127800,128000,-455,-1410245,117755,OK
198.046233,Emineminem_522023,Tick,385,385,0,10,127800,128000,1739,-1154539,125461,OK
198.046233,potatochick_701801,Tick,236,250,-14,90,127800,128000,-3904,-9700996,29804,BREACH
198.046233,Eternite_1023,Tick,376,276,100,-100,127800,128000,3539,156661,136661,OK
198.046233,IdentityExchangers_4761,Tick,315,245,70,-70,127800,128000,14234,52466,38466,OK
198.285822,ReadyFlamingo_938703,Tick,550,607,-57,57,127800,128000,-14687,-59513,-48113,OK
198.285822,HappyLife_99999,Tick,460,370,90,-90,127800,128000,-7385,96985,78985,OK
198.285822,Algorizzms_1224,Tick,380,340,40,-28,127800,128000,-455,-1410245,117755,OK
198.285822,Emineminem_522023,Tick,385,385,0,10,127800,128000,1739,-1154539,125461,OK
198.285822,potatochick_701801,Tick,236,250,-14,90,127800,128000,-3904,-9700996,29804,BREACH
198.285822,Eternite_1023,Tick,376,276,100,-100,127800,128000,3539,156661,136661,OK
198.285822,IdentityExchangers_4761,Tick,315,245,70,-70,127800,128000,14234,52466,38466,OK
198.5313,ReadyFlamingo_938703,Tick,550,607,-57,57,127800,128000,-14687,-59513,-48113,OK
198.5313,HappyLife_99999,Tick,460,370,90,-90,127800,128000,-7385,96985,78985,OK
198.5313,Algorizzms_1224,Tick,380,340,40,-28,127800,128000,-455,-1410245,117755,OK
198.5313,Emineminem_522023,Tick,385,385,0,10,127800,128000,1739,-1154539,125461,OK
198.5313,potatochick_701801,Tick,236,250,-14,90,127800,128000,-3904,-9700996,29804,BREACH
198.5313,Eternite_1023,Tick,376,276,100,-100,127800,128000,3539,156661,136661,OK
198.5313,IdentityExchangers_4761,Tick,315,245,70,-70,127800,128000,14234,52466,38466,OK
198.736921,ReadyFlamingo_938703,Tick,550,607,-57,57,127800,127900,-14687,-59513,-53813,OK
198.736921,HappyLife_99999,Tick,460,370,90,-90,127800,127900,-7385,96985,87985,OK
198.736921,Algorizzms_1224,Tick,380,340,40,-28,127800,127900,-455,-1410245,120555,OK
198.736921,Emineminem_522023,Tick,385,385,0,10,127800,127900,1739,-1154539,124461,OK
198.736921,potatochick_701801,Tick,236,250,-14,90,127800,127900,-3904,-9700996,20804,BREACH
198.736921,Eternite_1023,Tick,376,276,100,-100,127800,127900,3539,156661,146661,OK
198.736921,IdentityExchangers_4761,Tick,315,245,70,-70,127800,127900,14234,52466,45466,OK
198.988123,ReadyFlamingo_938703,Tick,550,617,-67,67,127800,127900,-14815,-61385,-54685,OK
198.988123,HappyLife_99999,Tick,460,385,75,-75,127800,127900,-7577,94177,86677,OK
198.988123,Algorizzms_1224,Tick,380,350,30,-21,127800,127900,-583,-1029117,118983,OK
198.988123,Emineminem_522023,Tick,385,385,0,10,127800,127900,1739,-1154539,124461,OK
198.988123,potatochick_701801,Tick,236,250,-14,90,127800,127900,-3904,-9700996,20804,BREACH
198.988123,Eternite_1023,Tick,376,276,100,-100,127800,127900,3539,156661,146661,OK
198.988123,IdentityExchangers_4761,Tick,315,245,70,-70,127800,127900,14234,52466,45466,OK
199.224126,ReadyFlamingo_938703,Tick,560,617,-57,57,127500,127900,-14943,-58257,-43665,OK
199.224126,HappyLife_99999,Tick,460,385,75,-75,127500,127900,-7577,94177,74977,OK
199.224126,Algorizzms_1224,Tick,380,350,30,-21,127500,127900,-583,-1029117,114303,OK
199.224126,Emineminem_522023,Tick,385,385,0,10,127500,127900,1739,-1154539,124461,OK
199.224126,potatochick_701801,Tick,236,250,-14,90,127500,127900,-3904,-9700996,22988,BREACH
199.224126,Eternite_1023,Tick,376,276,100,-100,127500,127900,3539,156661,131061,OK
199.224126,IdentityExchangers_4761,Tick,315,245,70,-70,127500,127900,14234,52466,34546,OK
199.509431,ReadyFlamingo_938703,Tick,570,617,-47,47,127500,127900,-15071,-57129,-45097,OK
199.509431,HappyLife_99999,Tick,460,385,75,-75,127500,127900,-7577,94177,74977,OK
199.509431,Algorizzms_1224,Tick,380,350,30,-21,127500,127900,-583,-1029117,114303,OK
199.509431,Emineminem_522023,Tick,385,385,0,10,127500,127900,1739,-1154539,124461,OK
199.509431,potatochick_701801,Tick,236,250,-14,90,127500,127900,-3904,-9700996,22988,BREACH
199.509431,Eternite_1023,Tick,376,276,100,-100,127500,127900,3539,156661,131061,OK
199.509431,IdentityExchangers_4761,Tick,315,245,70,-70,127500,127900,14234,52466,34546,OK
199.735246,ReadyFlamingo_938703,Tick,570,617,-47,47,127500,127900,-15071,-57129,-45097,OK
199.735246,HappyLife_99999,Tick,460,385,75,-75,127500,127900,-7577,94177,74977,OK
199.735246,Algorizzms_1224,Tick,380,350,30,-21,127500,127900,-583,-1029117,114303,OK
199.735246,Emineminem_522023,Tick,385,385,0,10,127500,127900,1739,-1154539,124461,OK
199.735246,potatochick_701801,Tick,236,250,-14,90,127500,127900,-3904,-9700996,22988,BREACH
199.735246,Eternite_1023,Tick,376,276,100,-100,127500,127900,3539,156661,131061,OK
199.735246,IdentityExchangers_4761,Tick,315,245,70,-70,127500,127900,14234,52466,34546,OK
200.025511,ReadyFlamingo_938703,Tick,570,617,-47,47,127500,127900,-15071,-57129,-45097,OK
200.025511,HappyLife_99999,Tick,460,385,75,-75,127500,127900,-7577,94177,74977,OK
200.025511,Algorizzms_1224,Tick,380,350,30,-21,127500,127900,-583,-1029117,114303,OK
200.025511,Emineminem_522023,Tick,385,385,0,10,127500,127900,1739,-1154539,124461,OK
200.025511,potatochick_701801,Tick,236,250,-14,90,127500,127900,-3904,-9700996,22988,BREACH
200.025511,Eternite_1023,Tick,376,276,100,-100,127500,127900,3539,156661,131061,OK
200.025511,IdentityExchangers_4761,Tick,315,245,70,-70,127500,127900,14234,52466,34546,OK
200.220664,ReadyFlamingo_938703,Tick,570,617,-47,47,127500,127900,-15071,-57129,-45097,OK
200.220664,HappyLife_99999,Tick,460,385,75,-75,127500,127900,-7577,94177,74977,OK
200.220664,Algorizzms_1224,Tick,380,350,30,-21,127500,127900,-583,-1029117,114303,OK
200.220664,Emineminem_522023,Tick,385,385,0,10,127500,127900,1739,-1154539,124461,OK
200.220664,potatochick_701801,Tick,236,250,-14,90,127500,127900,-3904,-9700996,22988,BREACH
200.220664,Eternite_1023,Tick,376,276,100,-100,127500,127900,3539,156661,131061,OK
200.220664,IdentityExchangers_4761,Tick,315,245,70,-70,127500,127900,14234,52466,34546,OK
200.523846,ReadyFlamingo_938703,Tick,570,617,-47,47,127500,127500,-15071,-57129,-57129,OK
200.523846,HappyLife_99999,Tick,460,385,75,-75,127500,127500,-7577,94177,94177,OK
200.523846,Algorizzms_1224,Tick,380,350,30,-21,127500,127500,-583,-1029117,118383,OK
200.523846,Emineminem_522023,Tick,385,385,0,10,127500,127500,1739,-1154539,120461,OK
200.523846,potatochick_701801,Tick,236,250,-14,90,127500,127500,-3904,-9700996,-10996,BREACH
200.523846,Eternite_1023,Tick,376,276,100,-100,127500,127500,3539,156661,156661,OK
200.523846,IdentityExchangers_4761,Tick,315,245,70,-70,127500,127500,14234,52466,52466,OK
200.746119,ReadyFlamingo_938703,Tick,570,627,-57,57,127800,127400,-15199,-54001,-68536,OK
200.746119,HappyLife_99999,Tick,460,400,60,-60,127800,127400,-7769,97369,112669,OK
200.746119,Algorizzms_1224,Tick,380,350,30,-21,127800,127400,-583,-1029117,125133,OK
200.746119,Emineminem_522023,Tick,385,385,0,10,127800,127400,1739,-1154539,119461,OK
200.746119,potatochick_701801,Tick,236,250,-14,90,127800,127400,-3904,-9700996,-22166,BREACH
200.746119,Eternite_1023,Tick,376,276,100,-100,127800,127400,3539,156661,182161,OK
200.746119,IdentityExchangers_4761,Tick,315,245,70,-70,127800,127400,14234,52466,70316,OK
201.036109,ReadyFlamingo_938703,Tick,570,627,-57,57,127500,127400,-15199,-54001,-59701,OK
201.036109,HappyLife_99999,Tick,460,400,60,-60,127500,127400,-7769,97369,103369,OK
