position,bid_liquidity(e+08),bid_spread,bid_lots,ask_liquidity(e+08),ask_lots,ask_spread
-10,5.050118740279049,0,21,3.0563691521611127,0,19
-8,5.050118740279049,0,21,3.0563691521611127,0,19
-30,5.050118740279049,0,23,3.0563691521611127,1,17
-5,5.050118740279049,0,21,3.0563691521611127,0,19
-29,5.050118740279049,0,23,3.0563691521611127,1,17
-17,5.050118740279049,0,22,3.0563691521611127,0,18
-10,3.1053421214569283,0,21,2.886143478844314,0,19
-5,3.1053421214569283,0,21,2.886143478844314,0,19
-17,3.1053421214569283,0,22,2.886143478844314,0,18
-29,3.1053421214569283,0,23,2.886143478844314,1,17
-8,3.1053421214569283,0,21,2.886143478844314,0,19
-30,3.1053421214569283,0,23,2.886143478844314,1,17
-10,3.894024272721149,0,21,3.6902126208166717,0,19
-29,3.894024272721149,0,23,3.6902126208166717,1,17
-5,3.894024272721149,0,21,3.6902126208166717,0,19
-8,3.894024272721149,0,21,3.6902126208166717,0,19
-30,3.894024272721149,0,23,3.6902126208166717,1,17
-17,3.894024272721149,0,22,3.6902126208166717,0,18
-30,3.8314152311004372,0,23,3.4196988346289747,1,17
-5,3.8314152311004372,0,21,3.4196988346289747,0,19
-17,3.8314152311004372,0,22,3.4196988346289747,0,18
-29,3.8314152311004372,0,23,3.4196988346289747,1,17
-10,3.8314152311004372,0,21,3.4196988346289747,0,19
-8,3.8314152311004372,0,21,3.4196988346289747,0,19
-27,3.955465237845254,0,23,3.4196988346289747,1,17
-7,3.955465237845254,0,21,3.4196988346289747,0,19
-24,3.955465237845254,0,22,3.4196988346289747,0,17
-35,3.955465237845254,0,23,3.4196988346289747,1,16
-21,3.955465237845254,0,22,3.4196988346289747,0,18
-29,3.955465237845254,0,23,3.4196988346289747,1,17
-29,5.466393680099917,0,23,2.46750010933007,1,17
-7,5.466393680099917,0,21,2.46750010933007,0,19
-21,5.466393680099917,0,22,2.46750010933007,0,18
-35,5.466393680099917,0,23,2.46750010933007,1,16
-24,5.466393680099917,0,22,2.46750010933007,0,17
-27,5.466393680099917,0,23,2.46750010933007,1,17
-35,2.735943141464768,0,23,3.2446109888587853,1,16
-7,2.735943141464768,0,21,3.2446109888587853,0,19
-24,2.735943141464768,0,22,3.2446109888587853,0,17
-27,2.735943141464768,0,23,3.2446109888587853,1,17
-21,2.735943141464768,0,22,3.2446109888587853,0,18
-29,2.735943141464768,0,23,3.2446109888587853,1,17
-45,5.1874978504223,0,24,2.8047711632292045,1,15
-9,5.1874978504223,0,21,2.8047711632292045,0,19
-27,5.1874978504223,0,23,2.8047711632292045,1,17
-33,5.1874978504223,0,23,2.8047711632292045,1,16
-30,5.1874978504223,0,23,2.8047711632292045,1,17
-12,5.1874978504223,0,21,2.8047711632292045,0,19
-33,3.6826756539347008,0,23,3.8504458936813326,1,16
-8,3.6826756539347008,0,21,3.8504458936813326,0,19
-19,3.6826756539347008,0,22,3.8504458936813326,0,18
-45,3.6826756539347008,0,24,3.8504458936813326,1,15
-30,3.6826756539347008,0,23,3.8504458936813326,1,17
-21,3.6826756539347008,0,22,3.8504458936813326,0,18
-45,3.6826756539347008,0,24,4.069088406995671,1,15
-8,3.6826756539347008,0,21,4.069088406995671,0,19
-30,3.6826756539347008,0,23,4.069088406995671,1,17
-33,3.6826756539347008,0,23,4.069088406995671,1,16
-19,3.6826756539347008,0,22,4.069088406995671,0,18
-21,3.6826756539347008,0,22,4.069088406995671,0,18
-27,2.4163357183724914,0,23,5.466938306423948,1,17
-37,2.4163357183724914,0,24,5.466938306423948,1,16
-30,2.4163357183724914,0,23,5.466938306423948,1,17
-39,2.4163357183724914,0,24,5.466938306423948,1,16
-47,2.4163357183724914,0,24,5.466938306423948,1,14
-33,2.4163357183724914,0,23,5.466938306423948,1,16
-36,2.584412379394507,0,23,4.220783120177639,1,16
-33,2.584412379394507,0,23,4.220783120177639,1,16
-53,2.584412379394507,0,25,4.220783120177639,2,14
-39,2.584412379394507,0,24,4.220783120177639,1,16
-47,2.584412379394507,0,24,4.220783120177639,1,14
-44,2.584412379394507,0,24,4.220783120177639,1,15
-47,2.6464623861178658,0,24,3.9116246469547464,1,14
-33,2.6464623861178658,0,23,3.9116246469547464,1,16
-36,2.6464623861178658,0,23,3.9116246469547464,1,16
-53,2.6464623861178658,0,25,3.9116246469547464,2,14
-39,2.6464623861178658,0,24,3.9116246469547464,1,16
-44,2.6464623861178658,0,24,3.9116246469547464,1,15
-47,2.175262954936989,0,24,5.605447825979299,1,14
-39,2.175262954936989,0,24,5.605447825979299,1,16
-53,2.175262954936989,0,25,5.605447825979299,2,14
-33,2.175262954936989,0,23,5.605447825979299,1,16
-44,2.175262954936989,0,24,5.605447825979299,1,15
-36,2.175262954936989,0,23,5.605447825979299,1,16
-53,3.316785106710333,0,25,3.235547625173033,2,14
-44,3.316785106710333,0,24,3.235547625173033,1,15
-36,3.316785106710333,0,23,3.235547625173033,1,16
-33,3.316785106710333,0,23,3.235547625173033,1,16
-47,3.316785106710333,0,24,3.235547625173033,1,14
-39,3.316785106710333,0,24,3.235547625173033,1,16
-47,3.7938872987568795,0,24,4.1252750867722385,1,14
-36,3.7938872987568795,0,23,4.1252750867722385,1,16
-53,3.7938872987568795,0,25,4.1252750867722385,2,14
-44,3.7938872987568795,0,24,4.1252750867722385,1,15
-33,3.7938872987568795,0,23,4.1252750867722385,1,16
-39,3.7938872987568795,0,24,4.1252750867722385,1,16
-61,3.470344573392841,0,26,3.00360101886049,2,12
-53,3.470344573392841,0,25,3.00360101886049,2,14
-33,3.470344573392841,0,23,3.00360101886049,1,16
-52,3.470344573392841,0,25,3.00360101886049,2,14
-39,3.470344573392841,0,24,3.00360101886049,1,16
-45,3.470344573392841,0,24,3.00360101886049,1,15
-39,2.8324623255935,0,24,3.815966687325126,1,16
-52,2.8324623255935,0,25,3.815966687325126,2,14
-33,2.8324623255935,0,23,3.815966687325126,1,16
-61,2.8324623255935,0,26,3.815966687325126,2,12
-45,2.8324623255935,0,24,3.815966687325126,1,15
-53,2.8324623255935,0,25,3.815966687325126,2,14
-47,3.877114625936909,0,24,3.073804170059944,1,14
-53,3.877114625936909,0,25,3.073804170059944,2,14
-55,3.877114625936909,0,25,3.073804170059944,2,13
-61,3.877114625936909,0,26,3.073804170059944,2,12
-45,3.877114625936909,0,24,3.073804170059944,1,15
-52,3.877114625936909,0,25,3.073804170059944,2,14
-55,4.024211494562684,0,25,2.1376329951173543,2,13
-61,4.024211494562684,0,26,2.1376329951173543,2,12
-47,4.024211494562684,0,24,2.1376329951173543,1,14
-38,4.024211494562684,0,24,2.1376329951173543,1,16
-59,4.024211494562684,0,25,2.1376329951173543,2,13
-53,4.024211494562684,0,25,2.1376329951173543,2,14
-35,3.9053242240434045,0,23,2.500957170535503,1,16
-53,3.9053242240434045,0,25,2.500957170535503,2,14
-20,3.9053242240434045,0,22,2.500957170535503,0,18
-47,3.9053242240434045,0,24,2.500957170535503,1,14
-30,3.9053242240434045,0,23,2.500957170535503,1,17
-59,3.9053242240434045,0,25,2.500957170535503,2,13
-59,6.31284086728907,0,25,2.5295757194160866,2,13
-20,6.31284086728907,0,22,2.5295757194160866,0,18
-47,6.31284086728907,0,24,2.5295757194160866,1,14
-30,6.31284086728907,0,23,2.5295757194160866,1,17
-35,6.31284086728907,0,23,2.5295757194160866,1,16
-53,6.31284086728907,0,25,2.5295757194160866,2,14
-20,2.704935090749916,0,22,7.505911002150422,0,18
-47,2.704935090749916,0,24,7.505911002150422,1,14
-35,2.704935090749916,0,23,7.505911002150422,1,16
-30,2.704935090749916,0,23,7.505911002150422,1,17
-59,2.704935090749916,0,25,7.505911002150422,2,13
-53,2.704935090749916,0,25,7.505911002150422,2,14
-53,3.123597509839762,0,25,2.8692095857802515,2,14
-47,3.123597509839762,0,24,2.8692095857802515,1,14
-20,3.123597509839762,0,22,2.8692095857802515,0,18
-59,3.123597509839762,0,25,2.8692095857802515,2,13
-35,3.123597509839762,0,23,2.8692095857802515,1,16
-30,3.123597509839762,0,23,2.8692095857802515,1,17
-35,3.018552020635347,0,23,4.862409559019647,1,16
-47,3.018552020635347,0,24,4.862409559019647,1,14
-53,3.018552020635347,0,25,4.862409559019647,2,14
-30,3.018552020635347,0,23,4.862409559019647,1,17
-20,3.018552020635347,0,22,4.862409559019647,0,18
-59,3.018552020635347,0,25,4.862409559019647,2,13
-30,3.184718736865053,0,23,2.8666181125590313,1,17
-35,3.184718736865053,0,23,2.8666181125590313,1,16
-53,3.184718736865053,0,25,2.8666181125590313,2,14
-20,3.184718736865053,0,22,2.8666181125590313,0,18
-59,3.184718736865053,0,25,2.8666181125590313,2,13
-47,3.184718736865053,0,24,2.8666181125590313,1,14
-59,2.808387232114343,0,25,3.1148961532355295,2,13
-30,2.808387232114343,0,23,3.1148961532355295,1,17
-47,2.808387232114343,0,24,3.1148961532355295,1,14
-35,2.808387232114343,0,23,3.1148961532355295,1,16
-53,2.808387232114343,0,25,3.1148961532355295,2,14
-20,2.808387232114343,0,22,3.1148961532355295,0,18
-38,3.1260999302937647,0,24,3.3735821654744127,1,16
-47,3.1260999302937647,0,24,3.3735821654744127,1,14
-61,3.1260999302937647,0,26,3.3735821654744127,2,12
-53,3.1260999302937647,0,25,3.3735821654744127,2,14
-59,3.1260999302937647,0,25,3.3735821654744127,2,13
-51,3.1260999302937647,0,25,3.3735821654744127,2,14
-51,4.020649706672635,0,25,3.881762497681959,2,14
-61,4.020649706672635,0,26,3.881762497681959,2,12
-49,4.020649706672635,0,25,3.881762497681959,1,14
-53,4.020649706672635,0,25,3.881762497681959,2,14
-54,4.020649706672635,0,25,3.881762497681959,2,13
-59,4.020649706672635,0,25,3.881762497681959,2,13
-59,3.0178222302695925,0,25,3.7059154586872065,2,13
-49,3.0178222302695925,0,25,3.7059154586872065,1,14
-53,3.0178222302695925,0,25,3.7059154586872065,2,14
-61,3.0178222302695925,0,26,3.7059154586872065,2,12
-51,3.0178222302695925,0,25,3.7059154586872065,2,14
-54,3.0178222302695925,0,25,3.7059154586872065,2,13
-54,3.5944890696812255,0,25,2.6028448514036224,2,13
-53,3.5944890696812255,0,25,2.6028448514036224,2,14
-61,3.5944890696812255,0,26,2.6028448514036224,2,12
-51,3.5944890696812255,0,25,2.6028448514036224,2,14
-59,3.5944890696812255,0,25,2.6028448514036224,2,13
-49,3.5944890696812255,0,25,2.6028448514036224,1,14
-51,3.4407467630595536,0,25,3.015007485178814,2,14
-54,3.4407467630595536,0,25,3.015007485178814,2,13
-53,3.4407467630595536,0,25,3.015007485178814,2,14
-49,3.4407467630595536,0,25,3.015007485178814,1,14
-61,3.4407467630595536,0,26,3.015007485178814,2,12
-59,3.4407467630595536,0,25,3.015007485178814,2,13
-51,4.468975956260955,0,25,3.2094137477574134,2,14
-54,4.468975956260955,0,25,3.2094137477574134,2,13
-59,4.468975956260955,0,25,3.2094137477574134,2,13
-49,4.468975956260955,0,25,3.2094137477574134,1,14
-61,4.468975956260955,0,26,3.2094137477574134,2,12
-53,4.468975956260955,0,25,3.2094137477574134,2,14
-53,2.9238639260584383,0,25,3.9287240950046556,2,14
-59,2.9238639260584383,0,25,3.9287240950046556,2,13
-29,2.9238639260584383,0,23,3.9287240950046556,1,17
-51,2.9238639260584383,0,25,3.9287240950046556,2,14
-61,2.9238639260584383,0,26,3.9287240950046556,2,12
-42,2.9238639260584383,0,24,3.9287240950046556,1,15
-59,3.125466290256112,0,25,3.9287240950046556,2,13
-29,3.125466290256112,0,23,3.9287240950046556,1,17
-42,3.125466290256112,0,24,3.9287240950046556,1,15
-61,3.125466290256112,0,26,3.9287240950046556,2,12
-51,3.125466290256112,0,25,3.9287240950046556,2,14
-53,3.125466290256112,0,25,3.9287240950046556,2,14
-42,3.0543949085858633,0,24,4.1778740916595805,1,15
-19,3.0543949085858633,0,22,4.1778740916595805,0,18
-61,3.0543949085858633,0,26,4.1778740916595805,2,12
-53,3.0543949085858633,0,25,4.1778740916595805,2,14
-34,3.0543949085858633,0,23,4.1778740916595805,1,16
-51,3.0543949085858633,0,25,4.1778740916595805,2,14
-34,3.3776794373582946,0,23,2.6528761656221,1,16
-19,3.3776794373582946,0,22,2.6528761656221,0,18
-61,3.3776794373582946,0,26,2.6528761656221,2,12
-51,3.3776794373582946,0,25,2.6528761656221,2,14
-53,3.3776794373582946,0,25,2.6528761656221,2,14
-42,3.3776794373582946,0,24,2.6528761656221,1,15
-34,3.487364562282648,0,23,3.0657013089168714,1,16
-51,3.487364562282648,0,25,3.0657013089168714,2,14
-61,3.487364562282648,0,26,3.0657013089168714,2,12
-42,3.487364562282648,0,24,3.0657013089168714,1,15
-53,3.487364562282648,0,25,3.0657013089168714,2,14
-19,3.487364562282648,0,22,3.0657013089168714,0,18
-11,2.806661247022686,0,21,3.079142585033386,0,19
-53,2.806661247022686,0,25,3.079142585033386,2,14
-42,2.806661247022686,0,24,3.079142585033386,1,15
-26,2.806661247022686,0,23,3.079142585033386,1,17
-19,2.806661247022686,0,22,3.079142585033386,0,18
-39,2.806661247022686,0,24,3.079142585033386,1,16
-42,3.072347919046707,0,24,3.079142585033386,1,15
-19,3.072347919046707,0,22,3.079142585033386,0,18
-53,3.072347919046707,0,25,3.079142585033386,2,14
-26,3.072347919046707,0,23,3.079142585033386,1,17
-39,3.072347919046707,0,24,3.079142585033386,1,16
-11,3.072347919046707,0,21,3.079142585033386,0,19
-42,4.21837511559155,0,24,2.279114636527635,1,15
-11,4.21837511559155,0,21,2.279114636527635,0,19
-53,4.21837511559155,0,25,2.279114636527635,2,14
-26,4.21837511559155,0,23,2.279114636527635,1,17
-39,4.21837511559155,0,24,2.279114636527635,1,16
-19,4.21837511559155,0,22,2.279114636527635,0,18
-42,4.000700202738246,0,24,3.9814145027266665,1,15
-26,4.000700202738246,0,23,3.9814145027266665,1,17
-53,4.000700202738246,0,25,3.9814145027266665,2,14
-11,4.000700202738246,0,21,3.9814145027266665,0,19
-19,4.000700202738246,0,22,3.9814145027266665,0,18
-39,4.000700202738246,0,24,3.9814145027266665,1,16
-39,3.101916434046929,0,24,5.381838802345513,1,16
-26,3.101916434046929,0,23,5.381838802345513,1,17
-42,3.101916434046929,0,24,5.381838802345513,1,15
-53,3.101916434046929,0,25,5.381838802345513,2,14
-11,3.101916434046929,0,21,5.381838802345513,0,19
-19,3.101916434046929,0,22,5.381838802345513,0,18
-28,3.398890253616889,0,23,5.381838802345513,1,17
-31,3.398890253616889,0,23,5.381838802345513,1,17
-26,3.398890253616889,0,23,5.381838802345513,1,17
-42,3.398890253616889,0,24,5.381838802345513,1,15
-39,3.398890253616889,0,24,5.381838802345513,1,16
-37,3.398890253616889,0,24,5.381838802345513,1,16
-31,3.8618889321904972,0,23,2.4900777007153416,1,17
-42,3.8618889321904972,0,24,2.4900777007153416,1,15
-37,3.8618889321904972,0,24,2.4900777007153416,1,16
-39,3.8618889321904972,0,24,2.4900777007153416,1,16
-26,3.8618889321904972,0,23,2.4900777007153416,1,17
-28,3.8618889321904972,0,23,2.4900777007153416,1,17
-37,3.126318381452719,0,24,3.271367430396238,1,16
-28,3.126318381452719,0,23,3.271367430396238,1,17
-50,3.126318381452719,0,25,3.271367430396238,2,14
-26,3.126318381452719,0,23,3.271367430396238,1,17
-48,3.126318381452719,0,24,3.271367430396238,1,14
-39,3.126318381452719,0,24,3.271367430396238,1,16
-39,10.193519185808444,0,24,2.835004936245206,1,16
-40,10.193519185808444,0,24,2.835004936245206,1,15
-46,10.193519185808444,0,24,2.835004936245206,1,15
-49,10.193519185808444,0,25,2.835004936245206,1,14
-26,10.193519185808444,0,23,2.835004936245206,1,17
-28,10.193519185808444,0,23,2.835004936245206,1,17
-26,7.747325153108852,0,23,3.7414330160496587,1,17
-49,7.747325153108852,0,25,3.7414330160496587,1,14
-28,7.747325153108852,0,23,3.7414330160496587,1,17
-40,7.747325153108852,0,24,3.7414330160496587,1,15
-46,7.747325153108852,0,24,3.7414330160496587,1,15
-39,7.747325153108852,0,24,3.7414330160496587,1,16
-28,6.676288123155975,0,23,5.272772659421069,1,17
-40,6.676288123155975,0,24,5.272772659421069,1,15
-46,6.676288123155975,0,24,5.272772659421069,1,15
-49,6.676288123155975,0,25,5.272772659421069,1,14
-26,6.676288123155975,0,23,5.272772659421069,1,17
-39,6.676288123155975,0,24,5.272772659421069,1,16
-46,8.401449952364459,0,24,3.4332755292306283,1,15
-28,8.401449952364459,0,23,3.4332755292306283,1,17
-26,8.401449952364459,0,23,3.4332755292306283,1,17
-49,8.401449952364459,0,25,3.4332755292306283,1,14
-39,8.401449952364459,0,24,3.4332755292306283,1,16
-40,8.401449952364459,0,24,3.4332755292306283,1,15
-46,7.99637499919441,0,24,3.7140504691532694,1,15
-26,7.99637499919441,0,23,3.7140504691532694,1,17
-28,7.99637499919441,0,23,3.7140504691532694,1,17
-49,7.99637499919441,0,25,3.7140504691532694,1,14
-39,7.99637499919441,0,24,3.7140504691532694,1,16
-40,7.99637499919441,0,24,3.7140504691532694,1,15
-39,7.996475059432756,0,24,3.7764004891612224,1,16
-43,7.996475059432756,0,24,3.7764004891612224,1,15
-40,7.996475059432756,0,24,3.7764004891612224,1,15
-39,7.996475059432756,0,24,3.7764004891612224,1,16
-49,7.996475059432756,0,25,3.7764004891612224,1,14
-61,7.996475059432756,0,26,3.7764004891612224,2,12
-49,6.363252100687078,0,25,5.53230465594863,1,14
-61,6.363252100687078,0,26,5.53230465594863,2,12
-40,6.363252100687078,0,24,5.53230465594863,1,15
-43,6.363252100687078,0,24,5.53230465594863,1,15
-39,6.363252100687078,0,24,5.53230465594863,1,16
-39,6.363252100687078,0,24,5.53230465594863,1,16
-61,29.95774518244245,0,26,2.3069459214903834,2,12
-40,29.95774518244245,0,24,2.3069459214903834,1,15
-49,29.95774518244245,0,25,2.3069459214903834,1,14
-39,29.95774518244245,0,24,2.3069459214903834,1,16
-43,29.95774518244245,0,24,2.3069459214903834,1,15
-39,29.95774518244245,0,24,2.3069459214903834,1,16
-73,11.114772350709487,0,26,5.769317706382376,2,10
-55,11.114772350709487,0,25,5.769317706382376,2,13
-43,11.114772350709487,0,24,5.769317706382376,1,15
-22,11.114772350709487,0,22,5.769317706382376,0,18
-38,11.114772350709487,0,24,5.769317706382376,1,16
-15,11.114772350709487,0,21,5.769317706382376,0,18
-73,11.496735718208251,0,26,3.110872971581914,2,10
-22,11.496735718208251,0,22,3.110872971581914,0,18
-43,11.496735718208251,0,24,3.110872971581914,1,15
-38,11.496735718208251,0,24,3.110872971581914,1,16
-15,11.496735718208251,0,21,3.110872971581914,0,18
-55,11.496735718208251,0,25,3.110872971581914,2,13
-73,11.08714460309462,0,26,3.140461891633317,2,10
-55,11.08714460309462,0,25,3.140461891633317,2,13
-43,11.08714460309462,0,24,3.140461891633317,1,15
-22,11.08714460309462,0,22,3.140461891633317,0,18
-15,11.08714460309462,0,21,3.140461891633317,0,18
-38,11.08714460309462,0,24,3.140461891633317,1,16
-38,27.717195066989284,0,24,3.168937459777546,1,16
-22,27.717195066989284,0,22,3.168937459777546,0,18
-15,27.717195066989284,0,21,3.168937459777546,0,18
-43,27.717195066989284,0,24,3.168937459777546,1,15
-55,27.717195066989284,0,25,3.168937459777546,2,13
-73,27.717195066989284,0,26,3.168937459777546,2,10
-55,2.468084342145754,0,25,6.886459562968268,2,13
-40,2.468084342145754,0,24,6.886459562968268,1,15
-33,2.468084342145754,0,23,6.886459562968268,1,16
-43,2.468084342145754,0,24,6.886459562968268,1,15
-38,2.468084342145754,0,24,6.886459562968268,1,16
-73,2.468084342145754,0,26,6.886459562968268,2,10
-43,2.8611021617774806,0,24,6.763759671009472,1,15
-49,2.8611021617774806,0,25,6.763759671009472,1,14
-24,2.8611021617774806,0,22,6.763759671009472,0,17
-73,2.8611021617774806,0,26,6.763759671009472,2,10
-38,2.8611021617774806,0,24,6.763759671009472,1,16
-55,2.8611021617774806,0,25,6.763759671009472,2,13
-73,2.523250948389385,0,26,6.396965774507257,2,10
-24,2.523250948389385,0,22,6.396965774507257,0,17
-55,2.523250948389385,0,25,6.396965774507257,2,13
-43,2.523250948389385,0,24,6.396965774507257,1,15
-38,2.523250948389385,0,24,6.396965774507257,1,16
-49,2.523250948389385,0,25,6.396965774507257,1,14
-41,2.7719009450379453,0,24,3.660715811349305,1,15
-49,2.7719009450379453,0,25,3.660715811349305,1,14
-43,2.7719009450379453,0,24,3.660715811349305,1,15
-38,2.7719009450379453,0,24,3.660715811349305,1,16
-73,2.7719009450379453,0,26,3.660715811349305,2,10
-55,2.7719009450379453,0,25,3.660715811349305,2,13
-55,3.292605362948291,0,25,4.874478565580637,2,13
-49,3.292605362948291,0,25,4.874478565580637,1,14
-38,3.292605362948291,0,24,4.874478565580637,1,16
-73,3.292605362948291,0,26,4.874478565580637,2,10
-43,3.292605362948291,0,24,4.874478565580637,1,15
-41,3.292605362948291,0,24,4.874478565580637,1,15
-73,3.323655336109853,0,26,4.708511925682373,2,10
-41,3.323655336109853,0,24,4.708511925682373,1,15
-49,3.323655336109853,0,25,4.708511925682373,1,14
-38,3.323655336109853,0,24,4.708511925682373,1,16
-43,3.323655336109853,0,24,4.708511925682373,1,15
-55,3.323655336109853,0,25,4.708511925682373,2,13
-73,2.8056910037277296,0,26,7.216808680971717,2,10
-49,2.8056910037277296,0,25,7.216808680971717,1,14
-54,2.8056910037277296,0,25,7.216808680971717,2,13
-55,2.8056910037277296,0,25,7.216808680971717,2,13
-48,2.8056910037277296,0,24,7.216808680971717,1,14
-56,2.8056910037277296,0,25,7.216808680971717,2,13
-54,2.8775253965084375,0,25,3.643513071270706,2,13
-48,2.8775253965084375,0,24,3.643513071270706,1,14
-55,2.8775253965084375,0,25,3.643513071270706,2,13
-56,2.8775253965084375,0,25,3.643513071270706,2,13
-73,2.8775253965084375,0,26,3.643513071270706,2,10
-49,2.8775253965084375,0,25,3.643513071270706,1,14
-73,3.0434587365430503,0,26,3.643513071270706,2,10
-56,3.0434587365430503,0,25,3.643513071270706,2,13
-49,3.0434587365430503,0,25,3.643513071270706,1,14
-55,3.0434587365430503,0,25,3.643513071270706,2,13
-54,3.0434587365430503,0,25,3.643513071270706,2,13
-48,3.0434587365430503,0,24,3.643513071270706,1,14
-73,3.2811918177654302,0,26,2.8222644274210773,2,10
-48,3.2811918177654302,0,24,2.8222644274210773,1,14
-55,3.2811918177654302,0,25,2.8222644274210773,2,13
-54,3.2811918177654302,0,25,2.8222644274210773,2,13
-56,3.2811918177654302,0,25,2.8222644274210773,2,13
-49,3.2811918177654302,0,25,2.8222644274210773,1,14
-49,3.019216869366319,0,25,4.251237593597347,1,14
-48,3.019216869366319,0,24,4.251237593597347,1,14
-73,3.019216869366319,0,26,4.251237593597347,2,10
-54,3.019216869366319,0,25,4.251237593597347,2,13
-56,3.019216869366319,0,25,4.251237593597347,2,13
-55,3.019216869366319,0,25,4.251237593597347,2,13
-73,4.041074967878299,0,26,3.243115689015754,2,10
-54,4.041074967878299,0,25,3.243115689015754,2,13
-63,4.041074967878299,0,26,3.243115689015754,2,12
-56,4.041074967878299,0,25,3.243115689015754,2,13
-55,4.041074967878299,0,25,3.243115689015754,2,13
-62,4.041074967878299,0,26,3.243115689015754,2,12
-56,4.014556013397435,0,25,2.7204619922986444,2,13
-55,4.014556013397435,0,25,2.7204619922986444,2,13
-62,4.014556013397435,0,26,2.7204619922986444,2,12
-73,4.014556013397435,0,26,2.7204619922986444,2,10
-54,4.014556013397435,0,25,2.7204619922986444,2,13
-63,4.014556013397435,0,26,2.7204619922986444,2,12
-54,3.1620025608092868,0,25,4.989563571230019,2,13
-56,3.1620025608092868,0,25,4.989563571230019,2,13
-73,3.1620025608092868,0,26,4.989563571230019,2,10
-55,3.1620025608092868,0,25,4.989563571230019,2,13
-62,3.1620025608092868,0,26,4.989563571230019,2,12
-63,3.1620025608092868,0,26,4.989563571230019,2,12
-62,2.917445439946431,0,26,5.990304423277027,2,12
-55,2.917445439946431,0,25,5.990304423277027,2,13
-73,2.917445439946431,0,26,5.990304423277027,2,10
-56,2.917445439946431,0,25,5.990304423277027,2,13
-54,2.917445439946431,0,25,5.990304423277027,2,13
-63,2.917445439946431,0,26,5.990304423277027,2,12
-54,3.705220580681409,0,25,3.0550701890883105,2,13
-63,3.705220580681409,0,26,3.0550701890883105,2,12
-62,3.705220580681409,0,26,3.0550701890883105,2,12
-78,3.705220580681409,0,27,3.0550701890883105,3,9
-56,3.705220580681409,0,25,3.0550701890883105,2,13
-68,3.705220580681409,0,26,3.0550701890883105,2,11
-62,4.3160373161272085,0,26,3.1616629353952757,2,12
-68,4.3160373161272085,0,26,3.1616629353952757,2,11
-78,4.3160373161272085,0,27,3.1616629353952757,3,9
-54,4.3160373161272085,0,25,3.1616629353952757,2,13
-56,4.3160373161272085,0,25,3.1616629353952757,2,13
-63,4.3160373161272085,0,26,3.1616629353952757,2,12
-68,4.274684403795039,0,26,2.1872938816255343,2,11
-56,4.274684403795039,0,25,2.1872938816255343,2,13
-62,4.274684403795039,0,26,2.1872938816255343,2,12
-54,4.274684403795039,0,25,2.1872938816255343,2,13
-63,4.274684403795039,0,26,2.1872938816255343,2,12
-78,4.274684403795039,0,27,2.1872938816255343,3,9
-78,7.108580560604509,0,27,1.6426039145821245,3,9
-68,7.108580560604509,0,26,1.6426039145821245,2,11
-56,7.108580560604509,0,25,1.6426039145821245,2,13
-63,7.108580560604509,0,26,1.6426039145821245,2,12
-54,7.108580560604509,0,25,1.6426039145821245,2,13
-62,7.108580560604509,0,26,1.6426039145821245,2,12
-68,6.564209175397912,0,26,1.726329950024066,2,11
-63,6.564209175397912,0,26,1.726329950024066,2,12
-62,6.564209175397912,0,26,1.726329950024066,2,12
-78,6.564209175397912,0,27,1.726329950024066,3,9
-56,6.564209175397912,0,25,1.726329950024066,2,13
-54,6.564209175397912,0,25,1.726329950024066,2,13
-57,4.195283643188264,0,25,2.5591337005922252,2,13
-68,4.195283643188264,0,26,2.5591337005922252,2,11
-78,4.195283643188264,0,27,2.5591337005922252,3,9
-62,4.195283643188264,0,26,2.5591337005922252,2,12
-54,4.195283643188264,0,25,2.5591337005922252,2,13
-56,4.195283643188264,0,25,2.5591337005922252,2,13
-62,4.323632411391049,0,26,2.7042675094249757,2,12
-56,4.323632411391049,0,25,2.7042675094249757,2,13
-57,4.323632411391049,0,25,2.7042675094249757,2,13
-68,4.323632411391049,0,26,2.7042675094249757,2,11
-54,4.323632411391049,0,25,2.7042675094249757,2,13
-78,4.323632411391049,0,27,2.7042675094249757,3,9
-57,3.547088033766856,0,25,2.7042675094249757,2,13
-54,3.547088033766856,0,25,2.7042675094249757,2,13
-68,3.547088033766856,0,26,2.7042675094249757,2,11
-56,3.547088033766856,0,25,2.7042675094249757,2,13
-54,3.547088033766856,0,25,2.7042675094249757,2,13
-78,3.547088033766856,0,27,2.7042675094249757,3,9
-54,5.821632418079038,0,25,2.0121916612526793,2,13
-57,5.821632418079038,0,25,2.0121916612526793,2,13
-56,5.821632418079038,0,25,2.0121916612526793,2,13
-78,5.821632418079038,0,27,2.0121916612526793,3,9
-54,5.821632418079038,0,25,2.0121916612526793,2,13
-68,5.821632418079038,0,26,2.0121916612526793,2,11
-67,5.892875228433543,0,26,2.0121916612526793,2,11
-78,5.892875228433543,0,27,2.0121916612526793,3,9
-70,5.892875228433543,0,26,2.0121916612526793,2,11
-56,5.892875228433543,0,25,2.0121916612526793,2,13
-68,5.892875228433543,0,26,2.0121916612526793,2,11
-69,5.892875228433543,0,26,2.0121916612526793,2,11
-78,3.347368036437253,0,27,2.9780382918751225,3,9
-56,3.347368036437253,0,25,2.9780382918751225,2,13
-67,3.347368036437253,0,26,2.9780382918751225,2,11
-69,3.347368036437253,0,26,2.9780382918751225,2,11
